,image_file_name,color,style,part,season,category
38,jean_0039.jpg,beige,casual,bottom,winter,jean
39,jean_0040.jpg,white,casual,bottom,winter,jean
40,jean_0041.jpg,dark_beige,casual,bottom,winter,jean
41,jean_0042.jpg,khaki,casual,bottom,winter,jean
42,jean_0043.jpg,white,casual,bottom,winter,jean
43,jean_0044.jpg,dark_beige,casual,bottom,winter,jean
44,jean_0045.jpg,blue,casual,bottom,winter,jean
45,jean_0046.jpg,blue,casual,bottom,winter,jean
46,jean_0047.jpg,gray,casual,bottom,winter,jean
47,jean_0048.jpg,blue,casual,bottom,winter,jean
48,jean_0049.jpg,skyblue,casual,bottom,winter,jean
49,jean_0050.jpg,white,casual,bottom,winter,jean
50,jogger_0001.jpg,black,street,bottom,winter,jogger
51,jogger_0002.jpg,black,sporty,bottom,winter,jogger
52,jogger_0003.jpg,black,sporty,bottom,winter,jogger
53,jogger_0004.jpg,black,casual,bottom,winter,jogger
54,jogger_0005.jpg,black,street,bottom,winter,jogger
55,jogger_0006.jpg,black,casual,bottom,winter,jogger
56,jogger_0007.jpg,dark_beige,sporty,bottom,winter,jogger
57,jogger_0008.jpg,khaki,casual,bottom,winter,jogger
58,jogger_0009.jpg,black,sporty,bottom,winter,jogger
59,jogger_0010.jpg,black,street,bottom,winter,jogger
60,jogger_0011.jpg,gray,casual,bottom,winter,jogger
61,jogger_0012.jpg,gray,street,bottom,winter,jogger
62,jogger_0013.jpg,black,street,bottom,winter,jogger
63,jogger_0014.jpg,black,street,bottom,winter,jogger
64,jogger_0015.jpg,black,street,bottom,winter,jogger
65,jogger_0016.jpg,navy,sporty,bottom,winter,jogger
66,jogger_0017.jpg,black,street,bottom,winter,jogger
67,jogger_0018.jpg,black,street,bottom,winter,jogger
68,jogger_0019.jpg,black,street,bottom,winter,jogger
69,jogger_0020.jpg,red,sporty,bottom,winter,jogger
70,jogger_0021.jpg,black,sporty,bottom,winter,jogger
71,jogger_0022.jpg,dark_beige,sporty,bottom,winter,jogger
72,jogger_0023.jpg,black,sporty,bottom,winter,jogger
73,jogger_0024.jpg,gray,sporty,bottom,winter,jogger
74,jogger_0025.jpg,yellow,sporty,bottom,winter,jogger
75,jogger_0026.jpg,black,sporty,bottom,winter,jogger
76,jogger_0027.jpg,black,sporty,bottom,winter,jogger
77,jogger_0028.jpg,khaki,street,bottom,winter,jogger
78,jogger_0029.jpg,gray,street,bottom,winter,jogger
79,jogger_0030.jpg,white,sporty,bottom,winter,jogger
80,jogger_0031.jpg,black,street,bottom,winter,jogger
81,jogger_0032.jpg,black,street,bottom,winter,jogger
82,jogger_0033.jpg,white,street,bottom,winter,jogger
83,jogger_0034.jpg,black,sporty,bottom,winter,jogger
84,jogger_0035.jpg,black,street,bottom,winter,jogger
85,jogger_0036.jpg,dark_beige,street,bottom,winter,jogger
86,jogger_0037.jpg,black,sporty,bottom,winter,jogger
87,jogger_0038.jpg,khaki,casual,bottom,winter,jogger
88,jogger_0039.jpg,navy,sporty,bottom,winter,jogger
89,jogger_0040.jpg,khaki,sporty,bottom,winter,jogger
90,jogger_0041.jpg,white,street,bottom,winter,jogger
91,jogger_0042.jpg,gray,sporty,bottom,winter,jogger
92,jogger_0043.jpg,black,street,bottom,winter,jogger
93,jogger_0044.jpg,khaki,street,bottom,winter,jogger
94,jogger_0045.jpg,black,street,bottom,winter,jogger
95,jogger_0046.jpg,blue,sporty,bottom,winter,jogger
96,jogger_0047.jpg,gray,sporty,bottom,winter,jogger
97,jogger_0048.jpg,blue,sporty,bottom,winter,jogger
98,jogger_0049.jpg,dark_beige,sporty,bottom,winter,jogger
99,jogger_0050.jpg,beige,street,bottom,winter,jogger
100,slacks_0001.jpg,black,formal/office,bottom,all,slacks
101,slacks_0002.jpg,black,formal/office,bottom,all,slacks
102,slacks_0003.jpg,black,formal/office,bottom,all,slacks
103,slacks_0004.jpg,black,formal/office,bottom,all,slacks
104,slacks_0005.jpg,black,casual,bottom,all,slacks
105,slacks_0006.jpg,gray,casual,bottom,all,slacks
106,slacks_0007.jpg,gray,modern,bottom,winter,slacks
107,slacks_0008.jpg,gray,modern,bottom,winter,slacks
108,slacks_0009.jpg,black,formal/office,bottom,all,slacks
109,slacks_0010.jpg,black,street,bottom,all,slacks
110,slacks_0011.jpg,black,casual,bottom,all,slacks
111,slacks_0012.jpg,black,formal/office,bottom,all,slacks
112,slacks_0013.jpg,black,formal/office,bottom,all,slacks
113,slacks_0014.jpg,beige,formal/office,bottom,all,slacks
114,slacks_0015.jpg,black,casual,bottom,all,slacks
115,slacks_0016.jpg,dark_beige,formal/office,bottom,all,slacks
116,slacks_0017.jpg,dark_beige,formal/office,bottom,all,slacks
117,slacks_0018.jpg,black,formal/office,bottom,all,slacks
118,slacks_0019.jpg,black,formal/office,bottom,all,slacks
119,slacks_0020.jpg,black,formal/office,bottom,all,slacks
120,slacks_0021.jpg,black,formal/office,bottom,all,slacks
121,slacks_0022.jpg,black,formal/office,bottom,all,slacks
122,slacks_0023.jpg,black,formal/office,bottom,all,slacks
123,slacks_0024.jpg,beige,formal/office,bottom,all,slacks
124,slacks_0025.jpg,white,formal/office,bottom,all,slacks
125,slacks_0026.jpg,white,formal/office,bottom,all,slacks
126,slacks_0027.jpg,black,formal/office,bottom,all,slacks
127,slacks_0028.jpg,gray,casual,bottom,all,slacks
128,slacks_0029.jpg,black,formal/office,bottom,all,slacks
129,slacks_0030.jpg,black,formal/office,bottom,all,slacks
130,slacks_0031.jpg,dark_beige,casual,bottom,all,slacks
131,slacks_0032.jpg,black,formal/office,bottom,all,slacks
132,slacks_0033.jpg,dark_beige,modern,bottom,all,slacks
133,slacks_0034.jpg,black,formal/office,bottom,all,slacks
134,slacks_0035.jpg,black,formal/office,bottom,all,slacks
135,slacks_0036.jpg,black,formal/office,bottom,all,slacks
136,slacks_0037.jpg,black,formal/office,bottom,all,slacks
137,slacks_0038.jpg,gray,casual,bottom,all,slacks
138,slacks_0039.jpg,black,formal/office,bottom,all,slacks
139,slacks_0040.jpg,brown,formal/office,bottom,all,slacks
140,slacks_0041.jpg,dark_beige,formal/office,bottom,all,slacks
141,slacks_0042.jpg,black,formal/office,bottom,all,slacks
142,slacks_0043.jpg,black,formal/office,bottom,all,slacks
143,slacks_0044.jpg,black,formal/office,bottom,all,slacks
144,slacks_0045.jpg,black,formal/office,bottom,all,slacks
145,slacks_0046.jpg,black,formal/office,bottom,all,slacks
146,slacks_0047.jpg,black,formal/office,bottom,all,slacks
147,slacks_0048.jpg,black,formal/office,bottom,all,slacks
148,slacks_0049.jpg,black,formal/office,bottom,all,slacks
149,slacks_0050.jpg,beige,casual,bottom,all,slacks
150,slacks_0051.jpg,beige,casual,bottom,all,slacks
151,long_padding_0001.jpg,black,luxury,outer,winter,long_padding
152,long_padding_0002.jpg,white,casual,outer,winter,long_padding
153,long_padding_0003.jpg,gray,casual,outer,winter,long_padding
154,long_padding_0004.jpg,beige,casual,outer,winter,long_padding
155,long_padding_0005.jpg,brown,casual,outer,winter,long_padding
156,long_padding_0006.jpg,black,casual,outer,winter,long_padding
157,long_padding_0007.jpg,red,casual,outer,winter,long_padding
158,long_padding_0008.jpg,black,luxury,outer,winter,long_padding
159,long_padding_0009.jpg,black,luxury,outer,winter,long_padding
160,long_padding_0010.jpg,purple,casual,outer,winter,long_padding
161,long_padding_0011.jpg,black,casual,outer,winter,long_padding
162,long_padding_0012.jpg,purple,casual,outer,winter,long_padding
163,long_padding_0013.jpg,pink,casual,outer,winter,long_padding
164,long_padding_0014.jpg,black,casual,outer,winter,long_padding
165,long_padding_0015.jpg,navy,casual,outer,winter,long_padding
166,long_padding_0016.jpg,black,casual,outer,winter,long_padding
167,long_padding_0017.jpg,beige,luxury,outer,winter,long_padding
168,long_padding_0018.jpg,green,casual,outer,winter,long_padding
169,long_padding_0019.jpg,pink,casual,outer,winter,long_padding
170,long_padding_0020.jpg,gray,casual,outer,winter,long_padding
171,long_padding_0021.jpg,dark_beige,casual,outer,winter,long_padding
172,long_padding_0022.jpg,black,casual,outer,winter,long_padding
173,long_padding_0023.jpg,black,luxury,outer,winter,long_padding
174,long_padding_0024.jpg,pink,casual,outer,winter,long_padding
175,long_padding_0025.jpg,green,casual,outer,winter,long_padding
176,long_padding_0026.jpg,brown,casual,outer,winter,long_padding
177,long_padding_0027.jpg,brown,casual,outer,winter,long_padding
178,long_padding_0028.jpg,black,casual,outer,winter,long_padding
179,long_padding_0029.jpg,black,casual,outer,winter,long_padding
180,long_padding_0030.jpg,black,casual,outer,winter,long_padding
181,long_padding_0031.jpg,black,casual,outer,winter,long_padding
182,long_padding_0032.jpg,black,casual,outer,winter,long_padding
183,long_padding_0033.jpg,black,casual,outer,winter,long_padding
184,long_padding_0034.jpg,black,casual,outer,winter,long_padding
185,long_padding_0035.jpg,beige,casual,outer,winter,long_padding
186,long_padding_0036.jpg,black,casual,outer,winter,long_padding
187,long_padding_0037.jpg,black,casual,outer,winter,long_padding
188,long_padding_0038.jpg,black,casual,outer,winter,long_padding
189,long_padding_0039.jpg,gray,casual,outer,winter,long_padding
190,long_padding_0040.jpg,black,casual,outer,winter,long_padding
191,long_padding_0041.jpg,brown,casual,outer,winter,long_padding
192,long_padding_0042.jpg,black,casual,outer,winter,long_padding
193,long_padding_0043.jpg,black,casual,outer,winter,long_padding
194,long_padding_0044.jpg,black,casual,outer,winter,long_padding
195,long_padding_0045.jpg,black,casual,outer,winter,long_padding
196,long_padding_0046.jpg,white,casual,outer,winter,long_padding
197,long_padding_0047.jpg,black,casual,outer,winter,long_padding
198,long_padding_0048.jpg,black,modern,outer,winter,long_padding
199,long_padding_0049.jpg,black,casual,outer,winter,long_padding
200,long_padding_0050.jpg,black,casual,outer,winter,long_padding
201,long_padding_0051.jpg,khaki,casual,outer,winter,long_padding
202,short_padding_0001.jpg,black,casual,outer,winter,short_padding
203,short_padding_0002.jpg,white,casual,outer,winter,short_padding
204,short_padding_0003.jpg,yellow,casual,outer,winter,short_padding
205,short_padding_0004.jpg,green,casual,outer,winter,short_padding
206,short_padding_0005.jpg,orange,casual,outer,winter,short_padding
207,short_padding_0006.jpg,navy,casual,outer,winter,short_padding
208,short_padding_0007.jpg,white,casual,outer,winter,short_padding
209,short_padding_0008.jpg,gray,casual,outer,winter,short_padding
210,short_padding_0009.jpg,beige,casual,outer,winter,short_padding
211,short_padding_0010.jpg,lime,casual,outer,winter,short_padding
212,short_padding_0011.jpg,black,casual,outer,winter,short_padding
213,short_padding_0012.jpg,purple,casual,outer,winter,short_padding
214,short_padding_0013.jpg,brown,casual,outer,winter,short_padding
215,short_padding_0014.jpg,beige,casual,outer,winter,short_padding
216,short_padding_0015.jpg,pink,casual,outer,winter,short_padding
217,short_padding_0016.jpg,brown,casual,outer,winter,short_padding
218,short_padding_0017.jpg,red,casual,outer,winter,short_padding
219,short_padding_0018.jpg,white,casual,outer,winter,short_padding
220,short_padding_0019.jpg,blue,casual,outer,winter,short_padding
221,short_padding_0020.jpg,gray,casual,outer,winter,short_padding
222,short_padding_0021.jpg,navy,casual,outer,winter,short_padding
223,short_padding_0022.jpg,pink,casual,outer,winter,short_padding
224,short_padding_0023.jpg,black,casual,outer,winter,short_padding
225,short_padding_0024.jpg,gray,casual,outer,winter,short_padding
226,short_padding_0025.jpg,black,casual,outer,winter,short_padding
227,short_padding_0026.jpg,black,casual,outer,winter,short_padding
228,short_padding_0027.jpg,black,casual,outer,winter,short_padding
229,short_padding_0028.jpg,yellow,casual,outer,winter,short_padding
230,short_padding_0029.jpg,green,casual,outer,winter,short_padding
231,short_padding_0030.jpg,lime,casual,outer,winter,short_padding
232,short_padding_0031.jpg,black,casual,outer,winter,short_padding
233,short_padding_0032.jpg,black,casual,outer,winter,short_padding
234,short_padding_0033.jpg,black,casual,outer,winter,short_padding
235,short_padding_0034.jpg,beige,casual,outer,winter,short_padding
236,short_padding_0035.jpg,red,casual,outer,winter,short_padding
237,short_padding_0036.jpg,lime,casual,outer,winter,short_padding
238,short_padding_0037.jpg,black,casual,outer,winter,short_padding
239,short_padding_0038.jpg,khaki,casual,outer,winter,short_padding
240,short_padding_0039.jpg,navy,casual,outer,winter,short_padding
241,short_padding_0040.jpg,navy,casual,outer,winter,short_padding
242,short_padding_0041.jpg,white,casual,outer,winter,short_padding
243,short_padding_0042.jpg,pink,casual,outer,winter,short_padding
244,short_padding_0043.jpg,orange,casual,outer,winter,short_padding
245,short_padding_0044.jpg,black,casual,outer,winter,short_padding
246,short_padding_0045.jpg,white,casual,outer,winter,short_padding
247,short_padding_0046.jpg,orange,casual,outer,winter,short_padding
248,short_padding_0047.jpg,khaki,casual,outer,winter,short_padding
249,short_padding_0048.jpg,lime,casual,outer,winter,short_padding
250,short_padding_0049.jpg,khaki,casual,outer,winter,short_padding
251,short_padding_0050.jpg,gray,casual,outer,winter,short_padding
252,short_padding_0051.jpg,yellow,casual,outer,winter,short_padding
253,coat_0001.jpg,gray,modern,outer,winter,coat
254,coat_0002.jpg,gray,modern,outer,winter,coat
255,coat_0003.jpg,gray,modern,outer,winter,coat
256,coat_0004.jpg,beige,modern,outer,winter,coat
257,coat_0005.jpg,gray,modern,outer,winter,coat
258,coat_0006.jpg,beige,modern,outer,winter,coat
259,coat_0007.jpg,white,modern,outer,winter,coat
260,coat_0008.jpg,khaki,modern,outer,winter,coat
261,coat_0009.jpg,pink,modern,outer,winter,coat
262,coat_0010.jpg,gray,modern,outer,winter,coat
263,coat_0011.jpg,dark_beige,modern,outer,winter,coat
264,coat_0012.jpg,navy,modern,outer,winter,coat
265,coat_0013.jpg,khaki,casual,outer,spring/fall,coat
266,coat_0014.jpg,lime,modern,outer,winter,coat
267,coat_0015.jpg,black,modern,outer,winter,coat
268,coat_0016.jpg,beige,modern,outer,winter,coat
269,coat_0017.jpg,brown,modern,outer,winter,coat
270,coat_0018.jpg,navy,modern,outer,winter,coat
271,coat_0019.jpg,gray,modern,outer,winter,coat
272,coat_0020.jpg,brown,modern,outer,winter,coat
273,coat_0021.jpg,beige,modern,outer,winter,coat
274,coat_0022.jpg,beige,modern,outer,winter,coat
275,coat_0023.jpg,black,modern,outer,winter,coat
276,coat_0024.jpg,beige,modern,outer,winter,coat
277,coat_0025.jpg,pink,modern,outer,winter,coat
278,coat_0026.jpg,orange,casual,outer,winter,coat
279,coat_0027.jpg,beige,modern,outer,winter,coat
280,coat_0028.jpg,dark_beige,modern,outer,winter,coat
281,coat_0029.jpg,navy,modern,outer,winter,coat
282,coat_0030.jpg,gray,modern,outer,winter,coat
283,coat_0031.jpg,beige,modern,outer,winter,coat
284,coat_0032.jpg,gray,modern,outer,winter,coat
285,coat_0033.jpg,gray,modern,outer,winter,coat
286,coat_0034.jpg,navy,modern,outer,winter,coat
287,coat_0035.jpg,red,casual,outer,winter,coat
288,coat_0036.jpg,yellow,modern,outer,winter,coat
289,coat_0037.jpg,green,modern,outer,winter,coat
290,coat_0038.jpg,brown,modern,outer,winter,coat
291,coat_0039.jpg,blue,modern,outer,winter,coat
292,coat_0040.jpg,beige,modern,outer,winter,coat
293,coat_0041.jpg,lime,casual,outer,winter,coat
294,coat_0042.jpg,gray,modern,outer,winter,coat
295,coat_0043.jpg,navy,modern,outer,winter,coat
296,coat_0044.jpg,gray,modern,outer,winter,coat
297,coat_0045.jpg,beige,modern,outer,winter,coat
298,coat_0046.jpg,gray,modern,outer,winter,coat
299,coat_0047.jpg,white,modern,outer,winter,coat
300,coat_0048.jpg,brown,modern,outer,winter,coat
301,coat_0049.jpg,navy,modern,outer,winter,coat
302,coat_0050.jpg,beige,luxury,outer,winter,coat
303,trench_coat_0001.jpg,beige,lovely,outer,spring/fall,trench_coat
304,trench_coat_0002.jpg,beige,modern,outer,spring/fall,trench_coat
305,trench_coat_0003.jpg,black,modern,outer,spring/fall,trench_coat
306,trench_coat_0004.jpg,beige,modern,outer,spring/fall,trench_coat
307,trench_coat_0005.jpg,black,modern,outer,spring/fall,trench_coat
308,trench_coat_0006.jpg,beige,modern,outer,spring/fall,trench_coat
309,trench_coat_0007.jpg,beige,modern,outer,spring/fall,trench_coat
310,trench_coat_0008.jpg,black,modern,outer,spring/fall,trench_coat
311,trench_coat_0009.jpg,beige,modern,outer,spring/fall,trench_coat
312,trench_coat_0010.jpg,gray,modern,outer,spring/fall,trench_coat
313,trench_coat_0011.jpg,beige,modern,outer,spring/fall,trench_coat
314,trench_coat_0012.jpg,beige,modern,outer,spring/fall,trench_coat
315,trench_coat_0013.jpg,beige,modern,outer,spring/fall,trench_coat
316,trench_coat_0014.jpg,navy,modern,outer,spring/fall,trench_coat
317,trench_coat_0015.jpg,beige,modern,outer,spring/fall,trench_coat
318,trench_coat_0016.jpg,beige,modern,outer,spring/fall,trench_coat
319,trench_coat_0017.jpg,khaki,modern,outer,spring/fall,trench_coat
320,trench_coat_0018.jpg,beige,modern,outer,spring/fall,trench_coat
321,trench_coat_0019.jpg,beige,modern,outer,spring/fall,trench_coat
322,trench_coat_0020.jpg,beige,modern,outer,spring/fall,trench_coat
323,trench_coat_0021.jpg,beige,modern,outer,spring/fall,trench_coat
324,trench_coat_0022.jpg,beige,modern,outer,spring/fall,trench_coat
325,trench_coat_0023.jpg,beige,modern,outer,spring/fall,trench_coat
326,trench_coat_0024.jpg,beige,modern,outer,spring/fall,trench_coat
327,trench_coat_0025.jpg,black,modern,outer,spring/fall,trench_coat
328,trench_coat_0026.jpg,beige,modern,outer,spring/fall,trench_coat
329,trench_coat_0027.jpg,beige,modern,outer,spring/fall,trench_coat
330,trench_coat_0028.jpg,navy,modern,outer,spring/fall,trench_coat
331,trench_coat_0029.jpg,beige,modern,outer,spring/fall,trench_coat
332,trench_coat_0030.jpg,beige,modern,outer,spring/fall,trench_coat
333,trench_coat_0031.jpg,skyblue,modern,outer,spring/fall,trench_coat
334,trench_coat_0032.jpg,beige,modern,outer,spring/fall,trench_coat
335,trench_coat_0033.jpg,khaki,modern,outer,spring/fall,trench_coat
336,trench_coat_0034.jpg,skyblue,modern,outer,spring/fall,trench_coat
337,trench_coat_0035.jpg,beige,modern,outer,spring/fall,trench_coat
338,trench_coat_0036.jpg,beige,modern,outer,spring/fall,trench_coat
339,trench_coat_0037.jpg,black,modern,outer,spring/fall,trench_coat
340,trench_coat_0038.jpg,beige,modern,outer,spring/fall,trench_coat
341,trench_coat_0039.jpg,yellow,modern,outer,spring/fall,trench_coat
342,trench_coat_0040.jpg,red,modern,outer,spring/fall,trench_coat
343,trench_coat_0041.jpg,beige,modern,outer,spring/fall,trench_coat
344,trench_coat_0042.jpg,red,modern,outer,spring/fall,trench_coat
345,trench_coat_0043.jpg,black,modern,outer,spring/fall,trench_coat
346,trench_coat_0044.jpg,khaki,modern,outer,spring/fall,trench_coat
347,trench_coat_0045.jpg,navy,modern,outer,spring/fall,trench_coat
348,trench_coat_0046.jpg,khaki,modern,outer,spring/fall,trench_coat
349,trench_coat_0047.jpg,navy,modern,outer,spring/fall,trench_coat
350,trench_coat_0048.jpg,black,modern,outer,spring/fall,trench_coat
351,trench_coat_0049.jpg,beige,modern,outer,spring/fall,trench_coat
352,trench_coat_0050.jpg,beige,modern,outer,spring/fall,trench_coat
353,blazer_0001.jpg,pink,modern,outer,spring/fall,blazer
354,blazer_0002.jpg,khaki,modern,outer,spring/fall,blazer
355,blazer_0003.jpg,yellow,modern,outer,spring/fall,blazer
356,blazer_0004.jpg,beige,modern,outer,spring/fall,blazer
357,blazer_0005.jpg,skyblue,modern,outer,spring/fall,blazer
358,blazer_0006.jpg,navy,modern,outer,spring/fall,blazer
359,blazer_0007.jpg,black,modern,outer,spring/fall,blazer
360,blazer_0008.jpg,red,modern,outer,spring/fall,blazer
361,blazer_0009.jpg,gray,modern,outer,spring/fall,blazer
362,blazer_0010.jpg,beige,modern,outer,spring/fall,blazer
363,blazer_0011.jpg,pink,modern,outer,spring/fall,blazer
364,blazer_0012.jpg,navy,modern,outer,spring/fall,blazer
365,blazer_0013.jpg,gray,modern,outer,spring/fall,blazer
366,blazer_0014.jpg,purple,modern,outer,spring/fall,blazer
367,blazer_0015.jpg,red,modern,outer,spring/fall,blazer
368,blazer_0016.jpg,white,modern,outer,spring/fall,blazer
369,blazer_0017.jpg,white,modern,outer,spring/fall,blazer
370,blazer_0018.jpg,white,modern,outer,spring/fall,blazer
371,blazer_0019.jpg,gray,modern,outer,spring/fall,blazer
372,blazer_0020.jpg,gray,modern,outer,spring/fall,blazer
373,blazer_0021.jpg,black,modern,outer,spring/fall,blazer
374,blazer_0022.jpg,white,modern,outer,spring/fall,blazer
375,blazer_0023.jpg,black,modern,outer,spring/fall,blazer
376,blazer_0024.jpg,black,modern,outer,spring/fall,blazer
377,blazer_0025.jpg,black,modern,outer,spring/fall,blazer
378,blazer_0026.jpg,red,modern,outer,spring/fall,blazer
379,blazer_0027.jpg,gray,modern,outer,spring/fall,blazer
380,blazer_0028.jpg,green,modern,outer,spring/fall,blazer
381,blazer_0029.jpg,gray,modern,outer,spring/fall,blazer
382,blazer_0030.jpg,black,modern,outer,spring/fall,blazer
383,blazer_0031.jpg,navy,modern,outer,spring/fall,blazer
384,blazer_0032.jpg,black,modern,outer,spring/fall,blazer
385,blazer_0033.jpg,gray,modern,outer,spring/fall,blazer
386,blazer_0034.jpg,dark_beige,modern,outer,spring/fall,blazer
387,blazer_0035.jpg,gray,modern,outer,spring/fall,blazer
388,blazer_0036.jpg,gray,modern,outer,spring/fall,blazer
389,blazer_0037.jpg,blue,modern,outer,spring/fall,blazer
390,blazer_0038.jpg,gray,modern,outer,spring/fall,blazer
391,blazer_0039.jpg,navy,modern,outer,spring/fall,blazer
392,blazer_0040.jpg,navy,modern,outer,spring/fall,blazer
393,blazer_0041.jpg,white,modern,outer,spring/fall,blazer
394,blazer_0042.jpg,navy,modern,outer,spring/fall,blazer
395,blazer_0043.jpg,gray,modern,outer,spring/fall,blazer
396,blazer_0044.jpg,gray,modern,outer,spring/fall,blazer
397,blazer_0045.jpg,gray,modern,outer,spring/fall,blazer
398,blazer_0046.jpg,black,modern,outer,spring/fall,blazer
399,blazer_0047.jpg,gray,modern,outer,spring/fall,blazer
400,blazer_0048.jpg,black,modern,outer,spring/fall,blazer
401,blazer_0049.jpg,black,modern,outer,spring/fall,blazer
402,blazer_0050.jpg,white,modern,outer,spring/fall,blazer
403,blazer_0051.jpg,gray,modern,outer,spring/fall,blazer
404,blazer_0052.jpg,gray,modern,outer,spring/fall,blazer
405,blazer_0053.jpg,white,modern,outer,spring/fall,blazer
406,blazer_0054.jpg,pink,modern,outer,spring/fall,blazer
407,blazer_0055.jpg,black,modern,outer,spring/fall,blazer
408,blazer_0056.jpg,white,modern,outer,spring/fall,blazer
409,blazer_0057.jpg,black,modern,outer,spring/fall,blazer
410,blazer_0058.jpg,khaki,modern,outer,spring/fall,blazer
411,blazer_0059.jpg,white,modern,outer,spring/fall,blazer
412,blazer_0060.jpg,black,modern,outer,spring/fall,blazer
413,blazer_0061.jpg,pink,modern,outer,spring/fall,blazer
414,blazer_0062.jpg,red,modern,outer,spring/fall,blazer
415,blazer_0063.jpg,black,modern,outer,spring/fall,blazer
416,blazer_0064.jpg,navy,modern,outer,spring/fall,blazer
417,blazer_0065.jpg,pink,modern,outer,spring/fall,blazer
418,blazer_0066.jpg,black,modern,outer,spring/fall,blazer
419,blazer_0067.jpg,black,modern,outer,spring/fall,blazer
420,blazer_0068.jpg,brown,modern,outer,spring/fall,blazer
421,blazer_0069.jpg,blue,modern,outer,spring/fall,blazer
422,blazer_0070.jpg,black,modern,outer,spring/fall,blazer
423,blazer_0071.jpg,white,modern,outer,spring/fall,blazer
424,blazer_0072.jpg,gray,modern,outer,spring/fall,blazer
425,blazer_0073.jpg,black,modern,outer,spring/fall,blazer
426,blazer_0074.jpg,black,modern,outer,spring/fall,blazer
427,blazer_0075.jpg,blue,modern,outer,spring/fall,blazer
428,blazer_0076.jpg,lime,modern,outer,spring/fall,blazer
429,blazer_0077.jpg,black,modern,outer,spring/fall,blazer
430,blazer_0078.jpg,green,modern,outer,winter,blazer
431,blazer_0079.jpg,khaki,modern,outer,spring/fall,blazer
432,blazer_0080.jpg,yellow,modern,outer,spring/fall,blazer
433,blazer_0081.jpg,black,modern,outer,spring/fall,blazer
434,blazer_0082.jpg,white,modern,outer,spring/fall,blazer
435,blazer_0083.jpg,navy,modern,outer,spring/fall,blazer
436,blazer_0084.jpg,purple,modern,outer,winter,blazer
437,blazer_0085.jpg,black,modern,outer,spring/fall,blazer
438,blazer_0086.jpg,navy,modern,outer,spring/fall,blazer
439,blazer_0087.jpg,dark_beige,modern,outer,winter,blazer
440,blazer_0088.jpg,navy,modern,outer,spring/fall,blazer
441,blazer_0089.jpg,khaki,modern,outer,winter,blazer
442,blazer_0090.jpg,yellow,modern,outer,spring/fall,blazer
443,blazer_0091.jpg,black,modern,outer,spring/fall,blazer
444,blazer_0092.jpg,navy,modern,outer,spring/fall,blazer
445,blazer_0093.jpg,beige,modern,outer,spring/fall,blazer
446,blazer_0094.jpg,black,modern,outer,spring/fall,blazer
447,blazer_0095.jpg,gray,modern,outer,spring/fall,blazer
448,blazer_0096.jpg,white,modern,outer,spring/fall,blazer
449,blazer_0097.jpg,red,formal/office,outer,spring/fall,blazer
450,blazer_0098.jpg,navy,modern,outer,spring/fall,blazer
451,blazer_0099.jpg,beige,modern,outer,winter,blazer
452,blazer_0100.jpg,gray,modern,outer,spring/fall,blazer
453,blazer_0101.jpg,navy,modern,outer,winter,blazer
454,hoody_jacket_0001.jpg,red,casual,outer,spring/fall,hoody_jacket
